ensembl_gene_id	external_gene_name	external_gene_name.1	description	biotype
ENSG00000151474	FRMD4A	FRMD4A	FERM domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25491]	Gene
ENSG00000151498	ACAD8	ACAD8	acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87]	Gene
ENSG00000151615	POU4F2	POU4F2	POU class 4 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9219]	TF
ENSG00000151650	VENTX	VENTX	VENT homeobox [Source:HGNC Symbol;Acc:HGNC:13639]	TF
ENSG00000151692	RNF144A	RNF144A	ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]	Gene
ENSG00000151704	KCNJ1	KCNJ1	potassium inwardly rectifying channel subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:6255]	Gene
ENSG00000151715	TMEM45B	TMEM45B	transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]	Gene
ENSG00000151718	WWC2	WWC2	WW and C2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24148]	Gene
ENSG00000151726	ACSL1	ACSL1	acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569]	Gene
ENSG00000151729	SLC25A4	SLC25A4	solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]	Gene
ENSG00000151778	SERP2	SERP2	stress associated endoplasmic reticulum protein family member 2 [Source:HGNC Symbol;Acc:HGNC:20607]	Gene
ENSG00000151835	SACS	SACS	sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519]	Gene
ENSG00000152093	CFC1B	CFC1B	cripto, FRL-1, cryptic family 1B [Source:HGNC Symbol;Acc:HGNC:33983]	Gene
ENSG00000152127	MGAT5	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]	Gene
ENSG00000152254	G6PC2	G6PC2	glucose-6-phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:28906]	Gene
ENSG00000152284	TCF7L1	TCF7L1	transcription factor 7 like 1 [Source:HGNC Symbol;Acc:HGNC:11640]	TF
ENSG00000152315	KCNK13	KCNK13	potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275]	Gene
ENSG00000152332	UHMK1	UHMK1	U2AF homology motif kinase 1 [Source:HGNC Symbol;Acc:HGNC:19683]	Gene
ENSG00000152377	SPOCK1	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1 [Source:HGNC Symbol;Acc:HGNC:11251]	Gene
ENSG00000152380	FAM151B	FAM151B	family with sequence similarity 151 member B [Source:HGNC Symbol;Acc:HGNC:33716]	Gene
ENSG00000152409	JMY	JMY	junction mediating and regulatory protein, p53 cofactor [Source:HGNC Symbol;Acc:HGNC:28916]	Gene
ENSG00000152457	DCLRE1C	DCLRE1C	DNA cross-link repair 1C [Source:HGNC Symbol;Acc:HGNC:17642]	Gene
ENSG00000152592	DMP1	DMP1	dentin matrix acidic phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:2932]	Gene
ENSG00000152620	NADK2	NADK2	NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26404]	Gene
ENSG00000152670	DDX4	DDX4	DEAD-box helicase 4 [Source:HGNC Symbol;Acc:HGNC:18700]	Gene
ENSG00000152749	GPR180	GPR180	G protein-coupled receptor 180 [Source:HGNC Symbol;Acc:HGNC:28899]	Gene
ENSG00000152760	DYNLT5	DYNLT5	dynein light chain Tctex-type family member 5 [Source:HGNC Symbol;Acc:HGNC:26882]	Gene
ENSG00000152767	FARP1	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3591]	Gene
ENSG00000152782	PANK1	PANK1	pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598]	Gene
ENSG00000152785	BMP3	BMP3	bone morphogenetic protein 3 [Source:HGNC Symbol;Acc:HGNC:1070]	Gene
ENSG00000152804	HHEX	HHEX	hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]	TF
ENSG00000152904	GGPS1	GGPS1	geranylgeranyl diphosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:4249]	Gene
ENSG00000152932	RAB3C	RAB3C	RAB3C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30269]	Gene
ENSG00000152939	MARVELD2	MARVELD2	MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]	Gene
ENSG00000152969	JAKMIP1	JAKMIP1	janus kinase and microtubule interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26460]	Gene
ENSG00000153002	CPB1	CPB1	carboxypeptidase B1 [Source:HGNC Symbol;Acc:HGNC:2299]	Gene
ENSG00000153012	LGI2	LGI2	leucine rich repeat LGI family member 2 [Source:HGNC Symbol;Acc:HGNC:18710]	Gene
ENSG00000153015	CWC27	CWC27	CWC27 spliceosome associated cyclophilin [Source:HGNC Symbol;Acc:HGNC:10664]	Gene
ENSG00000153086	ACMSD	ACMSD	aminocarboxymuconate semialdehyde decarboxylase [Source:HGNC Symbol;Acc:HGNC:19288]	Gene
ENSG00000153093	ACOXL	ACOXL	acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621]	Gene
ENSG00000153208	MERTK	MERTK	MER proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7027]	Gene
ENSG00000153233	PTPRR	PTPRR	protein tyrosine phosphatase receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]	Gene
ENSG00000153234	NR4A2	NR4A2	nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]	TF
ENSG00000153250	RBMS1	RBMS1	RNA binding motif single stranded interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9907]	Gene
ENSG00000153253	SCN3A	SCN3A	sodium voltage-gated channel alpha subunit 3 [Source:HGNC Symbol;Acc:HGNC:10590]	Gene
ENSG00000153291	SLC25A27	SLC25A27	solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]	Gene
ENSG00000153292	ADGRF1	ADGRF1	adhesion G protein-coupled receptor F1 [Source:HGNC Symbol;Acc:HGNC:18990]	Gene
ENSG00000153294	ADGRF4	ADGRF4	adhesion G protein-coupled receptor F4 [Source:HGNC Symbol;Acc:HGNC:19011]	Gene
ENSG00000153303	FRMD1	FRMD1	FERM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21240]	Gene
ENSG00000153443	UBALD1	UBALD1	UBA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29576]	Gene
ENSG00000153531	ADPRHL1	ADPRHL1	ADP-ribosylhydrolase like 1 [Source:HGNC Symbol;Acc:HGNC:21303]	Gene
ENSG00000153714	LURAP1L	LURAP1L	leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]	Gene
ENSG00000153786	ZDHHC7	ZDHHC7	zinc finger DHHC-type palmitoyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18459]	Gene
ENSG00000153789	CIBAR2	CIBAR2	CBY1 interacting BAR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24781]	Gene
ENSG00000153902	LGI4	LGI4	leucine rich repeat LGI family member 4 [Source:HGNC Symbol;Acc:HGNC:18712]	Gene
ENSG00000153904	DDAH1	DDAH1	dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]	Gene
ENSG00000153914	SREK1	SREK1	splicing regulatory glutamic acid and lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882]	Gene
ENSG00000153933	DGKE	DGKE	diacylglycerol kinase epsilon [Source:HGNC Symbol;Acc:HGNC:2852]	Gene
ENSG00000153936	HS2ST1	HS2ST1	heparan sulfate 2-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5193]	Gene
ENSG00000153956	CACNA2D1	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:HGNC Symbol;Acc:HGNC:1399]	Gene
ENSG00000153976	HS3ST3A1	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196]	Gene
ENSG00000154025	SLC5A10	SLC5A10	solute carrier family 5 member 10 [Source:HGNC Symbol;Acc:HGNC:23155]	Gene
ENSG00000154027	AK5	AK5	adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]	Gene
ENSG00000154118	JPH3	JPH3	junctophilin 3 [Source:HGNC Symbol;Acc:HGNC:14203]	Gene
ENSG00000154124	OTULIN	OTULIN	OTU deubiquitinase with linear linkage specificity [Source:HGNC Symbol;Acc:HGNC:25118]	Gene
ENSG00000154144	TBRG1	TBRG1	transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551]	Gene
ENSG00000154227	CERS3	CERS3	ceramide synthase 3 [Source:HGNC Symbol;Acc:HGNC:23752]	Gene
ENSG00000154237	LRRK1	LRRK1	leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608]	Gene
ENSG00000154263	ABCA10	ABCA10	ATP binding cassette subfamily A member 10 [Source:HGNC Symbol;Acc:HGNC:30]	Gene
ENSG00000154265	ABCA5	ABCA5	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]	Gene
ENSG00000154269	ENPP3	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358]	Gene
ENSG00000154274	C4orf19	C4orf19	chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]	Gene
ENSG00000154277	UCHL1	UCHL1	ubiquitin C-terminal hydrolase L1 [Source:HGNC Symbol;Acc:HGNC:12513]	Gene
ENSG00000154305	MIA3	MIA3	MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]	Gene
ENSG00000154309	DISP1	DISP1	dispatched RND transporter family member 1 [Source:HGNC Symbol;Acc:HGNC:19711]	Gene
ENSG00000154319	FAM167A	FAM167A	family with sequence similarity 167 member A [Source:HGNC Symbol;Acc:HGNC:15549]	Gene
ENSG00000154330	PGM5	PGM5	phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]	Gene
ENSG00000154358	OBSCN	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF [Source:HGNC Symbol;Acc:HGNC:15719]	Gene
ENSG00000154370	TRIM11	TRIM11	tripartite motif containing 11 [Source:HGNC Symbol;Acc:HGNC:16281]	Gene
ENSG00000154447	SH3RF1	SH3RF1	SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]	Gene
ENSG00000154485	MMP21	MMP21	matrix metallopeptidase 21 [Source:HGNC Symbol;Acc:HGNC:14357]	Gene
ENSG00000154511	DIPK1A	DIPK1A	divergent protein kinase domain 1A [Source:HGNC Symbol;Acc:HGNC:32213]	Gene
ENSG00000154518	ATP5MC3	ATP5MC3	ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]	Gene
ENSG00000154553	PDLIM3	PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]	Gene
ENSG00000154620	TMSB4Y	TMSB4Y	thymosin beta 4 Y-linked [Source:HGNC Symbol;Acc:HGNC:11882]	Gene
ENSG00000154640	BTG3	BTG3	BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]	Gene
ENSG00000154654	NCAM2	NCAM2	neural cell adhesion molecule 2 [Source:HGNC Symbol;Acc:HGNC:7657]	Gene
ENSG00000154760	SLFN13	SLFN13	schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]	Gene
ENSG00000154930	ACSS1	ACSS1	acyl-CoA synthetase short chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]	Gene
ENSG00000154975	CA10	CA10	carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]	Gene
ENSG00000154978	VOPP1	VOPP1	VOPP1 WW domain binding protein [Source:HGNC Symbol;Acc:HGNC:34518]	Gene
ENSG00000155008	APOOL	APOOL	apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009]	Gene
ENSG00000155016	CYP2U1	CYP2U1	cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]	Gene
ENSG00000155034	FBXL18	FBXL18	F-box and leucine rich repeat protein 18 [Source:HGNC Symbol;Acc:HGNC:21874]	Gene
ENSG00000155085	AK9	AK9	adenylate kinase 9 [Source:HGNC Symbol;Acc:HGNC:33814]	Gene
ENSG00000155099	PIP4P2	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:25452]	Gene
ENSG00000155100	OTUD6B	OTUD6B	OTU deubiquitinase 6B [Source:HGNC Symbol;Acc:HGNC:24281]	Gene
ENSG00000155115	GTF3C6	GTF3C6	general transcription factor IIIC subunit 6 [Source:HGNC Symbol;Acc:HGNC:20872]	Gene
ENSG00000155158	TTC39B	TTC39B	tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704]	Gene
ENSG00000155252	PI4K2A	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:30031]	Gene
ENSG00000155304	HSPA13	HSPA13	heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]	Gene
ENSG00000155307	SAMSN1	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]	Gene
ENSG00000155367	PPM1J	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]	Gene
ENSG00000155380	SLC16A1	SLC16A1	solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]	Gene
ENSG00000155428	TRIM74	TRIM74	tripartite motif containing 74 [Source:HGNC Symbol;Acc:HGNC:17453]	Gene
ENSG00000155465	SLC7A7	SLC7A7	solute carrier family 7 member 7 [Source:HGNC Symbol;Acc:HGNC:11065]	Gene
ENSG00000155506	LARP1	LARP1	La ribonucleoprotein 1, translational regulator [Source:HGNC Symbol;Acc:HGNC:29531]	Gene
ENSG00000155561	NUP205	NUP205	nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]	Gene
ENSG00000155657	TTN	TTN	titin [Source:HGNC Symbol;Acc:HGNC:12403]	Gene
ENSG00000155744	FAM126B	FAM126B	family with sequence similarity 126 member B [Source:HGNC Symbol;Acc:HGNC:28593]	Gene
ENSG00000155816	FMN2	FMN2	formin 2 [Source:HGNC Symbol;Acc:HGNC:14074]	Gene
ENSG00000155850	SLC26A2	SLC26A2	solute carrier family 26 member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	Gene
ENSG00000155886	SLC24A2	SLC24A2	solute carrier family 24 member 2 [Source:HGNC Symbol;Acc:HGNC:10976]	Gene
ENSG00000155903	RASA2	RASA2	RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872]	Gene
ENSG00000155957	TMBIM4	TMBIM4	transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]	Gene
ENSG00000155962	CLIC2	CLIC2	chloride intracellular channel 2 [Source:HGNC Symbol;Acc:HGNC:2063]	Gene
ENSG00000156006	NAT2	NAT2	N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7646]	Gene
ENSG00000156011	PSD3	PSD3	pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19093]	Gene
ENSG00000156110	ADK	ADK	adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]	Gene
ENSG00000156140	ADAMTS3	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]	Gene
ENSG00000156162	DPY19L4	DPY19L4	dpy-19 like 4 [Source:HGNC Symbol;Acc:HGNC:27829]	Gene
ENSG00000156170	NDUFAF6	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625]	Gene
ENSG00000156194	PPEF2	PPEF2	protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]	Gene
ENSG00000156219	ART3	ART3	ADP-ribosyltransferase 3 (inactive) [Source:HGNC Symbol;Acc:HGNC:725]	Gene
ENSG00000156234	CXCL13	CXCL13	C-X-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10639]	Gene
ENSG00000156282	CLDN17	CLDN17	claudin 17 [Source:HGNC Symbol;Acc:HGNC:2038]	Gene
ENSG00000156284	CLDN8	CLDN8	claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050]	Gene
ENSG00000156298	TSPAN7	TSPAN7	tetraspanin 7 [Source:HGNC Symbol;Acc:HGNC:11854]	Gene
ENSG00000156413	FUT6	FUT6	fucosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4017]	Gene
ENSG00000156469	MTERF3	MTERF3	mitochondrial transcription termination factor 3 [Source:HGNC Symbol;Acc:HGNC:24258]	Gene
ENSG00000156471	PTDSS1	PTDSS1	phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:HGNC:9587]	Gene
ENSG00000156486	KCNS2	KCNS2	potassium voltage-gated channel modifier subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:6301]	Gene
ENSG00000156531	PHF6	PHF6	PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]	Gene
ENSG00000156535	CD109	CD109	CD109 molecule [Source:HGNC Symbol;Acc:HGNC:21685]	Gene
ENSG00000156639	ZFAND3	ZFAND3	zinc finger AN1-type containing 3 [Source:HGNC Symbol;Acc:HGNC:18019]	Gene
ENSG00000156642	NPTN	NPTN	neuroplastin [Source:HGNC Symbol;Acc:HGNC:17867]	Gene
ENSG00000156689	GLYATL2	GLYATL2	glycine-N-acyltransferase like 2 [Source:HGNC Symbol;Acc:HGNC:24178]	Gene
ENSG00000156709	AIFM1	AIFM1	apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]	Gene
ENSG00000156787	TBC1D31	TBC1D31	TBC1 domain family member 31 [Source:HGNC Symbol;Acc:HGNC:30888]	Gene
ENSG00000156885	COX6A2	COX6A2	cytochrome c oxidase subunit 6A2 [Source:HGNC Symbol;Acc:HGNC:2279]	Gene
ENSG00000156886	ITGAD	ITGAD	integrin subunit alpha D [Source:HGNC Symbol;Acc:HGNC:6146]	Gene
ENSG00000156928	MALSU1	MALSU1	mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]	Gene
ENSG00000156931	VPS8	VPS8	VPS8 subunit of CORVET complex [Source:HGNC Symbol;Acc:HGNC:29122]	Gene
ENSG00000156958	GALK2	GALK2	galactokinase 2 [Source:HGNC Symbol;Acc:HGNC:4119]	Gene
ENSG00000156966	B3GNT7	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:18811]	Gene
ENSG00000156990	RPUSD3	RPUSD3	RNA pseudouridine synthase D3 [Source:HGNC Symbol;Acc:HGNC:28437]	Gene
ENSG00000157014	TATDN2	TATDN2	TatD DNase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28988]	Gene
ENSG00000157045	NTAN1	NTAN1	N-terminal asparagine amidase [Source:HGNC Symbol;Acc:HGNC:29909]	Gene
ENSG00000157064	NMNAT2	NMNAT2	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]	Gene
ENSG00000157093	LYZL4	LYZL4	lysozyme like 4 [Source:HGNC Symbol;Acc:HGNC:28387]	Gene
ENSG00000157150	TIMP4	TIMP4	TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:11823]	Gene
ENSG00000157168	NRG1	NRG1	neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]	Gene
ENSG00000157184	CPT2	CPT2	carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330]	Gene
ENSG00000157193	LRP8	LRP8	LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]	Gene
ENSG00000157224	CLDN12	CLDN12	claudin 12 [Source:HGNC Symbol;Acc:HGNC:2034]	Gene
ENSG00000157353	FCSK	FCSK	fucose kinase [Source:HGNC Symbol;Acc:HGNC:29500]	Gene
ENSG00000157368	IL34	IL34	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	Gene
ENSG00000157483	MYO1E	MYO1E	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]	Gene
ENSG00000157578	LCA5L	LCA5L	lebercilin LCA5 like [Source:HGNC Symbol;Acc:HGNC:1255]	Gene
ENSG00000157601	MX1	MX1	MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]	Gene
ENSG00000157613	CREB3L1	CREB3L1	cAMP responsive element binding protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:18856]	TF
ENSG00000157617	C2CD2	C2CD2	C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]	Gene
ENSG00000157734	SNX22	SNX22	sorting nexin 22 [Source:HGNC Symbol;Acc:HGNC:16315]	Gene
ENSG00000157778	PSMG3	PSMG3	proteasome assembly chaperone 3 [Source:HGNC Symbol;Acc:HGNC:22420]	Gene
ENSG00000157796	WDR19	WDR19	WD repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:18340]	Gene
ENSG00000157833	GAREM2	GAREM2	GRB2 associated regulator of MAPK1 subtype 2 [Source:HGNC Symbol;Acc:HGNC:27172]	Gene
ENSG00000157837	SPPL3	SPPL3	signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:HGNC:30424]	Gene
ENSG00000157870	PRXL2B	PRXL2B	peroxiredoxin like 2B [Source:HGNC Symbol;Acc:HGNC:28390]	Gene
ENSG00000157890	MEGF11	MEGF11	multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]	Gene
ENSG00000157916	RER1	RER1	retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]	Gene
ENSG00000157927	RADIL	RADIL	Rap associating with DIL domain [Source:HGNC Symbol;Acc:HGNC:22226]	Gene
ENSG00000157992	KRTCAP3	KRTCAP3	keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:HGNC:28943]	Gene
ENSG00000158008	EXTL1	EXTL1	exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]	Gene
ENSG00000158050	DUSP2	DUSP2	dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]	Gene
ENSG00000158062	UBXN11	UBXN11	UBX domain protein 11 [Source:HGNC Symbol;Acc:HGNC:30600]	Gene
ENSG00000158104	HPD	HPD	4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]	Gene
ENSG00000158109	TPRG1L	TPRG1L	tumor protein p63 regulated 1 like [Source:HGNC Symbol;Acc:HGNC:27007]	Gene
ENSG00000158156	XKR8	XKR8	XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]	Gene
ENSG00000158158	CNNM4	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105]	Gene
ENSG00000158164	TMSB15A	TMSB15A	thymosin beta 15A [Source:HGNC Symbol;Acc:HGNC:30744]	Gene
ENSG00000158186	MRAS	MRAS	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]	Gene
ENSG00000158201	ABHD3	ABHD3	abhydrolase domain containing 3, phospholipase [Source:HGNC Symbol;Acc:HGNC:18718]	Gene
ENSG00000158246	TENT5B	TENT5B	terminal nucleotidyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:28273]	Gene
ENSG00000158296	SLC13A3	SLC13A3	solute carrier family 13 member 3 [Source:HGNC Symbol;Acc:HGNC:14430]	Gene
ENSG00000158301	GPRASP2	GPRASP2	G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]	Gene
ENSG00000158417	EIF5B	EIF5B	eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]	Gene
ENSG00000158427	TMSB15B	TMSB15B	thymosin beta 15B [Source:HGNC Symbol;Acc:HGNC:28612]	Gene
ENSG00000158458	NRG2	NRG2	neuregulin 2 [Source:HGNC Symbol;Acc:HGNC:7998]	Gene
ENSG00000158470	B4GALT5	B4GALT5	beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]	Gene
ENSG00000158545	ZC3H18	ZC3H18	zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]	Gene
ENSG00000158555	GDPD5	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28804]	Gene
ENSG00000158615	PPP1R15B	PPP1R15B	protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951]	Gene
ENSG00000158683	PKD1L1	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:18053]	Gene
ENSG00000158716	DUSP23	DUSP23	dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]	Gene
ENSG00000158717	RNF166	RNF166	ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856]	Gene
ENSG00000158747	NBL1	NBL1	NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]	Gene
ENSG00000158806	NPM2	NPM2	nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]	Gene
ENSG00000158825	CDA	CDA	cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]	Gene
ENSG00000158850	B4GALT3	B4GALT3	beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]	Gene
ENSG00000158856	DMTN	DMTN	dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382]	Gene
ENSG00000158859	ADAMTS4	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]	Gene
ENSG00000158955	WNT9B	WNT9B	Wnt family member 9B [Source:HGNC Symbol;Acc:HGNC:12779]	Gene
ENSG00000158987	RAPGEF6	RAPGEF6	Rap guanine nucleotide exchange factor 6 [Source:HGNC Symbol;Acc:HGNC:20655]	Gene
ENSG00000159023	EPB41	EPB41	erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]	Gene
ENSG00000159063	ALG8	ALG8	ALG8 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23161]	Gene
ENSG00000159164	SV2A	SV2A	synaptic vesicle glycoprotein 2A [Source:HGNC Symbol;Acc:HGNC:20566]	Gene
ENSG00000159166	LAD1	LAD1	ladinin 1 [Source:HGNC Symbol;Acc:HGNC:6472]	Gene
ENSG00000159167	STC1	STC1	stanniocalcin 1 [Source:HGNC Symbol;Acc:HGNC:11373]	Gene
ENSG00000159184	HOXB13	HOXB13	homeobox B13 [Source:HGNC Symbol;Acc:HGNC:5112]	TF
ENSG00000159197	KCNE2	KCNE2	potassium voltage-gated channel subfamily E regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:6242]	Gene
